"Date","Price","Open","High","Low","Vol.","Change %"
"01/31/2018","221.49","222.08","222.37","220.02","89.69M","0.00%"
"01/30/2018","221.48","222.84","223.86","220.85","76.49M","-1.22%"
"01/29/2018","224.22","224.84","226.39","222.99","72.48M","-1.13%"
"01/26/2018","226.78","225.70","226.79","224.52","67.31M","0.97%"
"01/25/2018","224.60","232.14","232.14","223.57","134.83M","-2.80%"
"01/24/2018","231.08","230.80","232.54","229.73","85.66M","0.47%"
"01/23/2018","229.99","231.55","231.60","228.65","72.71M","0.06%"
"01/22/2018","229.86","228.89","231.24","228.15","80.33M","0.38%"
"01/19/2018","228.99","229.67","230.38","227.47","71.00M","-0.22%"
"01/18/2018","229.50","230.77","232.02","229.05","83.40M","-0.64%"
"01/17/2018","230.98","231.85","232.55","229.64","156.93M","-1.71%"
"01/16/2018","235.00","237.33","240.32","233.13","84.80M","-0.16%"
"01/12/2018","235.37","235.17","237.15","234.10","78.64M","0.01%"
"01/11/2018","235.34","231.79","236.45","231.45","49.27M","1.70%"
"01/10/2018","231.41","232.48","233.89","230.08","80.33M","-0.88%"
"01/09/2018","233.47","234.75","235.57","232.25","45.12M","-0.45%"
"01/08/2018","234.53","230.31","235.44","229.60","57.90M","1.77%"
"01/05/2018","230.45","230.48","231.27","228.81","62.39M","0.61%"
"01/04/2018","229.06","225.38","229.50","225.33","67.34M","1.51%"
"01/03/2018","225.65","225.40","227.15","224.85","55.39M","0.60%"
"01/02/2018","224.30","220.77","224.37","220.14","32.31M","2.06%"
"12/29/2017","219.77","222.34","222.57","219.77","30.17M","-0.98%"
"12/28/2017","221.95","220.50","222.00","220.27","25.13M","0.63%"
"12/27/2017","220.57","222.73","223.23","220.26","26.70M","-1.20%"
"12/26/2017","223.26","224.34","224.82","222.85","20.62M","-0.82%"
"12/22/2017","225.11","226.97","226.97","224.95","28.18M","-0.78%"
"12/21/2017","226.89","227.44","228.55","226.37","36.96M","-0.17%"
"12/20/2017","227.28","228.40","228.43","226.30","34.95M","-0.14%"
"12/19/2017","227.59","229.77","230.32","227.32","43.92M","-0.35%"
"12/18/2017","228.40","227.32","229.95","227.25","54.20M","0.93%"
"12/15/2017","226.30","225.26","226.78","225.05","82.14M","0.94%"
"12/14/2017","224.19","227.11","228.27","224.00","52.63M","-1.12%"
"12/13/2017","226.73","227.14","228.94","226.60","49.28M","-0.20%"
"12/12/2017","227.19","225.26","227.31","224.55","72.47M","0.98%"
"12/11/2017","224.98","222.79","225.05","222.60","66.42M","0.76%"
"12/08/2017","223.29","223.01","223.32","221.91","40.22M","0.54%"
"12/07/2017","222.09","220.68","223.93","220.04","48.35M","0.13%"
"12/06/2017","221.80","221.44","222.59","220.18","47.55M","0.16%"
"12/05/2017","221.44","222.96","223.42","220.98","63.69M","-0.97%"
"12/04/2017","223.61","223.41","225.37","223.28","62.79M","0.43%"
"12/01/2017","222.66","223.47","223.81","219.24","78.52M","-0.32%"
"11/30/2017","223.37","224.97","226.11","221.84","86.28M","-0.46%"
"11/29/2017","224.41","226.55","227.66","223.18","93.31M","-0.92%"
"11/28/2017","226.50","224.43","226.98","223.48","56.65M","1.14%"
"11/27/2017","223.95","223.73","224.39","222.36","42.79M","-0.10%"
"11/24/2017","224.18","223.57","224.35","222.75","17.19M","0.44%"
"11/22/2017","223.19","225.05","225.35","223.07","53.11M","-1.03%"
"11/21/2017","225.51","224.42","226.20","223.82","49.80M","0.81%"
"11/20/2017","223.69","223.24","224.00","221.82","58.30M","0.56%"
"11/17/2017","222.44","224.39","224.39","221.51","58.86M","0.29%"
"11/16/2017","221.80","220.67","222.79","219.65","47.82M","0.91%"
"11/15/2017","219.79","218.56","220.23","216.27","49.63M","0.11%"
"11/14/2017","219.54","221.57","222.37","219.08","41.52M","-1.41%"
"11/13/2017","222.67","217.12","222.89","216.72","51.52M","2.21%"
"11/10/2017","217.85","216.48","219.30","216.18","58.14M","0.57%"
"11/09/2017","216.62","216.23","216.70","214.09","42.64M","-0.13%"
"11/08/2017","216.91","216.78","217.12","215.04","54.94M","0.03%"
"11/07/2017","216.84","217.82","218.63","215.57","57.59M","-0.58%"
"11/06/2017","218.10","219.83","219.83","217.04","44.03M","-0.75%"
"11/03/2017","219.74","219.56","220.17","218.23","53.77M","0.07%"
"11/02/2017","219.59","220.36","221.48","217.56","72.71M","-2.06%"
"11/01/2017","224.22","226.05","226.55","223.38","67.12M","-0.51%"
"10/31/2017","225.36","222.95","225.60","222.88","62.89M","1.09%"
"10/30/2017","222.92","221.98","223.81","220.34","66.19M","-1.10%"
"10/27/2017","225.41","227.63","227.63","223.98","54.08M","-1.57%"
"10/26/2017","229.00","227.88","230.37","227.53","62.58M","0.70%"
"10/25/2017","227.41","231.09","231.30","226.10","77.55M","-2.47%"
"10/24/2017","233.16","231.48","234.11","231.48","68.15M","1.59%"
"10/23/2017","229.50","233.21","233.76","229.44","40.15M","-1.29%"
"10/20/2017","232.49","233.45","233.85","231.15","48.17M","-0.50%"
"10/19/2017","233.66","232.44","233.89","230.68","49.55M","-0.35%"
"10/18/2017","234.48","234.57","235.86","233.75","50.37M","0.26%"
"10/17/2017","233.87","233.16","234.98","232.62","85.60M","0.28%"
"10/16/2017","233.21","233.36","233.48","231.42","50.43M","-0.34%"
"10/13/2017","234.00","233.33","235.35","231.42","64.74M","0.64%"
"10/12/2017","232.51","233.20","234.68","231.32","67.67M","-0.98%"
"10/11/2017","234.82","234.27","235.29","233.27","54.25M","0.10%"
"10/10/2017","234.59","232.65","234.67","231.54","63.20M","1.12%"
"10/09/2017","231.99","232.63","234.37","231.64","48.91M","-0.78%"
"10/06/2017","233.82","231.15","234.70","230.87","62.86M","1.09%"
"10/05/2017","231.30","232.22","232.70","230.25","72.67M","-0.25%"
"10/04/2017","231.87","230.59","233.34","230.33","75.22M","0.73%"
"10/03/2017","230.20","226.96","230.41","225.88","107.20M","2.32%"
"10/02/2017","224.97","222.16","225.34","222.07","76.16M","1.90%"
"09/29/2017","220.78","221.18","222.13","220.43","46.78M","-0.12%"
"09/28/2017","221.05","220.87","221.66","219.82","38.86M","-0.11%"
"09/27/2017","221.29","222.38","223.30","220.63","44.86M","-0.08%"
"09/26/2017","221.46","222.67","223.34","220.56","51.88M","0.04%"
"09/25/2017","221.38","221.98","224.30","220.64","70.68M","0.56%"
"09/22/2017","220.14","222.01","223.48","220.01","52.02M","-0.71%"
"09/21/2017","221.71","223.00","224.32","221.11","59.73M","-0.47%"
"09/20/2017","222.75","222.37","224.00","221.85","44.50M","0.05%"
"09/19/2017","222.64","222.93","223.87","222.23","45.18M","-0.57%"
"09/18/2017","223.91","223.36","225.33","222.78","45.64M","0.28%"
"09/15/2017","223.28","221.85","223.37","221.19","64.70M","0.31%"
"09/14/2017","222.60","219.13","222.87","218.17","58.32M","1.42%"
"09/13/2017","219.48","218.11","219.59","217.47","39.28M","0.71%"
"09/12/2017","217.93","216.11","219.19","216.00","59.13M","0.87%"
"09/11/2017","216.04","213.18","216.23","212.94","65.52M","2.23%"
"09/08/2017","211.33","212.00","212.00","210.84","38.95M","-0.59%"
"09/07/2017","212.58","213.14","213.14","210.99","50.74M","-0.41%"
"09/06/2017","213.46","213.19","213.75","211.95","62.28M","0.43%"
"09/05/2017","212.54","213.56","213.93","211.53","63.71M","-0.76%"
"09/01/2017","214.16","211.93","215.46","211.93","86.61M","1.62%"
"08/31/2017","210.74","208.69","212.43","208.69","73.56M","1.14%"
"08/30/2017","208.37","206.60","208.40","205.44","35.32M","1.09%"
"08/29/2017","206.12","203.98","206.51","203.50","40.55M","0.30%"
"08/28/2017","205.51","206.49","206.84","204.39","35.45M","-0.46%"
"08/25/2017","206.46","206.85","208.44","206.44","48.31M","0.01%"
"08/24/2017","206.44","206.59","207.98","205.74","44.63M","0.09%"
"08/23/2017","206.26","202.87","206.63","202.67","48.81M","1.23%"
"08/22/2017","203.75","202.76","204.25","202.51","42.22M","1.01%"
"08/21/2017","201.71","202.73","202.98","200.33","44.22M","-0.71%"
"08/18/2017","203.16","204.48","205.03","202.18","58.82M","-0.81%"
"08/17/2017","204.81","208.66","208.99","204.58","48.68M","-2.15%"
"08/16/2017","209.30","209.50","210.36","208.84","40.01M","0.12%"
"08/15/2017","209.04","210.06","211.11","208.78","39.11M","-0.28%"
"08/14/2017","209.62","208.59","210.20","208.38","39.61M","1.47%"
"08/11/2017","206.59","206.24","207.63","206.10","45.35M","0.29%"
"08/10/2017","205.99","208.26","209.39","205.89","51.66M","-1.54%"
"08/09/2017","209.22","208.37","210.41","207.98","48.79M","-0.17%"
"08/08/2017","209.58","208.41","211.47","208.10","43.71M","0.85%"
"08/07/2017","207.81","208.05","209.01","207.27","51.42M","-0.24%"
"08/04/2017","208.30","205.60","208.33","204.23","49.19M","1.45%"
"08/03/2017","205.33","205.87","207.18","204.94","46.60M","1.69%"
"08/02/2017","201.92","200.48","202.24","199.30","54.03M","0.64%"
"08/01/2017","200.64","204.28","204.28","199.76","96.51M","-2.24%"
"07/31/2017","205.23","206.75","208.74","204.49","63.67M","-0.71%"
"07/28/2017","206.69","207.39","207.53","205.68","39.11M","-0.30%"
"07/27/2017","207.32","207.65","209.41","204.70","61.38M","0.00%"
"07/26/2017","207.31","207.04","208.19","205.37","91.02M","-0.09%"
"07/25/2017","207.50","209.81","210.05","207.28","76.64M","-0.58%"
"07/24/2017","208.72","208.10","209.72","207.96","71.21M","0.38%"
"07/21/2017","207.94","208.56","208.56","206.70","44.04M","-0.97%"
"07/20/2017","209.97","209.44","210.51","208.74","49.66M","0.00%"
"07/19/2017","209.97","209.87","210.64","208.87","47.67M","-0.03%"
"07/18/2017","210.03","207.07","210.28","206.66","59.75M","0.46%"
"07/17/2017","209.07","209.87","210.17","207.26","48.03M","-0.48%"
"07/14/2017","210.07","207.99","210.54","207.99","57.39M","1.09%"
"07/13/2017","207.81","207.25","209.37","207.25","59.26M","0.29%"
"07/12/2017","207.21","207.19","209.31","206.64","56.77M","0.34%"
"07/11/2017","206.50","203.94","206.57","203.53","49.71M","1.25%"
"07/10/2017","203.95","202.31","204.25","200.82","45.02M","0.72%"
"07/07/2017","202.50","202.70","203.28","200.97","44.68M","0.65%"
"07/06/2017","201.20","203.68","205.08","200.67","61.45M","-2.21%"
"07/05/2017","205.74","211.79","211.79","205.61","69.19M","-3.49%"
"07/03/2017","213.18","212.78","217.36","212.60","62.87M","0.90%"
"06/30/2017","211.27","211.73","212.65","211.14","56.99M","0.19%"
"06/29/2017","210.87","212.39","212.39","208.68","53.52M","-0.50%"
"06/28/2017","211.94","211.46","212.69","210.39","50.89M","1.17%"
"06/27/2017","209.49","212.92","213.02","209.36","48.59M","-1.91%"
"06/26/2017","213.56","214.20","215.63","212.10","53.25M","0.10%"
"06/23/2017","213.34","213.47","213.85","212.22","65.26M","-0.23%"
"06/22/2017","213.84","212.12","214.83","211.05","45.79M","0.86%"
"06/21/2017","212.02","212.64","212.69","210.54","55.30M","-0.05%"
"06/20/2017","212.13","213.33","213.68","211.77","48.89M","-0.06%"
"06/19/2017","212.25","213.17","213.84","211.89","49.58M","-0.03%"
"06/16/2017","212.32","214.08","214.08","211.22","77.78M","-0.60%"
"06/15/2017","213.60","212.06","213.65","210.61","52.40M","-0.22%"
"06/14/2017","214.07","214.40","214.54","212.20","69.16M","0.31%"
"06/13/2017","213.40","212.20","213.48","210.87","54.48M","1.32%"
"06/12/2017","210.63","208.66","211.88","208.24","64.75M","0.87%"
"06/09/2017","208.81","211.06","211.83","207.77","63.85M","-0.74%"
"06/08/2017","210.36","208.47","210.39","207.17","62.14M","0.84%"
"06/07/2017","208.60","208.33","209.07","207.31","61.19M","0.38%"
"06/06/2017","207.82","206.92","209.03","206.46","68.84M","-0.07%"
"06/05/2017","207.97","206.91","208.38","205.82","62.33M","0.41%"
"06/02/2017","207.12","207.33","207.45","205.19","64.14M","-0.20%"
"06/01/2017","207.53","206.83","209.12","203.69","108.39M","1.26%"
"05/31/2017","204.94","203.90","205.01","202.67","64.38M","1.03%"
"05/30/2017","202.86","199.60","203.40","199.60","59.16M","1.87%"
"05/26/2017","199.13","195.84","199.17","195.55","54.47M","1.49%"
"05/25/2017","196.20","196.92","197.51","193.99","87.47M","-0.30%"
"05/24/2017","196.80","196.97","197.52","195.88","64.66M","0.19%"
"05/23/2017","196.42","197.55","198.03","196.12","64.07M","-0.45%"
"05/22/2017","197.30","197.39","198.51","196.01","98.51M","0.86%"
"05/19/2017","195.61","195.75","197.10","195.23","53.34M","0.26%"
"05/18/2017","195.10","193.03","195.70","192.94","59.57M","0.75%"
"05/17/2017","193.64","197.53","198.32","192.38","81.88M","-2.63%"
"05/16/2017","198.88","200.30","200.75","198.36","61.13M","-0.29%"
"05/15/2017","199.45","200.33","201.28","198.90","51.79M","-0.70%"
"05/12/2017","200.85","202.06","202.29","200.18","51.49M","-0.62%"
"05/11/2017","202.10","202.58","203.27","201.07","44.49M","-0.54%"
"05/10/2017","203.20","203.08","203.97","202.47","49.68M","0.05%"
"05/09/2017","203.09","199.94","203.98","199.76","64.19M","1.73%"
"05/08/2017","199.64","200.55","201.97","199.48","56.08M","-0.02%"
"05/05/2017","199.68","195.97","199.68","195.78","48.77M","2.30%"
"05/04/2017","195.19","198.73","198.84","194.16","62.39M","-1.93%"
"05/03/2017","199.03","198.71","200.80","198.47","73.91M","-0.08%"
"05/02/2017","199.18","204.27","205.44","198.75","125.36M","-2.73%"
"05/01/2017","204.77","204.72","206.31","204.04","55.88M","0.16%"
"04/28/2017","204.45","205.06","205.33","202.87","65.04M","0.42%"
"04/27/2017","203.59","204.83","205.20","202.09","69.48M","-0.32%"
"04/26/2017","204.25","203.06","206.19","202.83","72.68M","0.48%"
"04/25/2017","203.28","202.36","203.34","201.37","56.68M","0.85%"
"04/24/2017","201.57","202.68","202.74","200.38","59.28M","0.69%"
"04/21/2017","200.18","201.07","201.38","199.17","43.09M","-0.52%"
"04/20/2017","201.22","200.49","203.05","200.29","70.46M","0.84%"
"04/19/2017","199.55","198.66","200.75","198.66","57.42M","0.66%"
"04/18/2017","198.25","198.93","198.93","197.26","53.92M","-1.02%"
"04/17/2017","200.30","199.50","200.64","198.23","63.97M","0.72%"
"04/13/2017","198.87","199.20","200.09","198.08","55.80M","-0.41%"
"04/12/2017","199.69","202.31","202.85","199.45","80.55M","-1.30%"
"04/11/2017","202.33","203.32","203.32","200.64","54.39M","-0.27%"
"04/10/2017","202.87","201.89","203.61","201.69","51.42M","1.32%"
"04/07/2017","200.23","200.10","201.38","199.61","49.05M","-0.20%"
"04/06/2017","200.64","199.77","201.77","198.93","55.45M","0.63%"
"04/05/2017","199.39","203.48","203.56","199.27","63.28M","-1.47%"
"04/04/2017","202.36","200.92","203.36","200.17","61.28M","0.30%"
"04/03/2017","201.75","203.15","203.15","198.61","113.55M","0.20%"
"03/31/2017","201.35","201.70","201.87","201.07","44.66M","-0.19%"
"03/30/2017","201.73","201.72","203.15","201.14","41.87M","-0.03%"
"03/29/2017","201.79","201.94","203.46","201.27","53.84M","0.04%"
"03/28/2017","201.70","198.60","203.88","198.60","96.24M","2.12%"
"03/27/2017","197.51","195.17","197.67","194.08","77.86M","0.34%"
"03/24/2017","196.85","195.57","198.22","195.02","66.35M","0.89%"
"03/23/2017","195.12","194.22","196.30","193.54","89.78M","-0.44%"
"03/22/2017","195.98","195.19","196.25","193.73","95.61M","0.37%"
"03/21/2017","195.25","203.89","204.01","195.03","140.31M","-3.87%"
"03/20/2017","203.11","205.34","205.48","202.54","88.79M","-1.14%"
"03/17/2017","205.45","208.95","209.01","205.30","82.36M","-1.39%"
"03/16/2017","208.34","208.25","208.80","207.14","50.18M","0.61%"
"03/15/2017","207.07","206.53","207.29","205.34","70.19M","0.55%"
"03/14/2017","205.93","203.06","205.95","202.88","41.76M","1.10%"
"03/13/2017","203.68","203.32","204.34","202.95","38.44M","0.34%"
"03/10/2017","202.98","203.65","204.50","202.55","58.93M","0.14%"
"03/09/2017","202.70","204.27","204.39","201.62","48.09M","-0.66%"
"03/08/2017","204.04","203.45","205.69","203.42","44.12M","-0.11%"
"03/07/2017","204.27","205.62","205.87","204.10","48.23M","-0.74%"
"03/06/2017","205.80","207.00","207.02","204.07","53.91M","-0.84%"
"03/03/2017","207.55","206.45","207.75","205.25","54.29M","0.54%"
"03/02/2017","206.43","205.70","207.54","205.18","53.78M","0.31%"
"03/01/2017","205.79","205.38","207.14","205.38","54.13M","1.28%"
"02/28/2017","203.19","203.65","203.96","201.90","55.20M","-0.53%"
"02/27/2017","204.28","202.52","204.30","202.00","65.38M","0.00%"
"02/24/2017","204.28","203.62","205.09","202.38","64.28M","-0.64%"
"02/23/2017","205.59","209.26","209.26","205.37","52.24M","-2.32%"
"02/22/2017","210.48","211.63","212.12","210.22","44.64M","-0.30%"
"02/21/2017","211.12","209.66","212.33","209.42","50.75M","1.33%"
"02/17/2017","208.35","205.53","208.35","204.92","49.49M","0.64%"
"02/16/2017","207.03","209.29","209.68","206.47","41.14M","-1.32%"
"02/15/2017","209.80","209.68","209.80","208.41","47.30M","-0.36%"
"02/14/2017","210.56","208.89","211.54","208.89","67.88M","2.02%"
"02/13/2017","206.39","204.29","206.50","204.20","42.73M","1.46%"
"02/10/2017","203.43","202.71","203.58","202.35","48.51M","0.53%"
"02/09/2017","202.36","202.34","203.53","201.83","56.86M","0.56%"
"02/08/2017","201.23","200.19","201.86","198.85","48.45M","0.59%"
"02/07/2017","200.04","202.51","202.79","199.38","78.36M","-2.22%"
"02/06/2017","204.58","202.62","204.58","202.38","46.17M","0.98%"
"02/03/2017","202.60","201.19","202.60","200.22","56.75M","1.40%"
"02/02/2017","199.81","200.29","200.77","198.86","45.29M","-0.36%"
"02/01/2017","200.53","203.17","204.24","199.57","66.02M","-0.87%"
"01/31/2017","202.29","200.80","202.53","199.34","68.49M","0.25%"
"01/30/2017","201.78","204.07","204.37","200.68","57.52M","-1.34%"
"01/27/2017","204.53","205.48","205.66","203.44","49.36M","-0.26%"
"01/26/2017","205.07","208.16","208.33","204.70","70.78M","-2.00%"
"01/25/2017","209.26","207.48","209.68","207.41","74.02M","1.76%"
"01/24/2017","205.64","202.47","205.87","202.47","52.54M","1.74%"
"01/23/2017","202.12","202.35","203.23","200.76","51.34M","-0.04%"
"01/20/2017","202.21","203.55","203.55","201.28","49.55M","-0.34%"
"01/19/2017","202.91","203.85","205.33","201.63","47.55M","0.33%"
"01/18/2017","202.24","202.27","202.41","200.67","49.98M","-0.07%"
"01/17/2017","202.38","202.83","203.98","201.91","63.54M","-0.25%"
"01/13/2017","202.88","201.77","202.89","201.28","45.33M","0.71%"
"01/12/2017","201.44","202.59","202.85","198.50","58.90M","-0.63%"
"01/11/2017","202.71","202.04","202.75","200.59","74.03M","0.02%"
"01/10/2017","202.67","199.66","204.95","199.29","98.51M","1.88%"
"01/09/2017","198.93","199.78","201.02","198.69","62.00M","-0.26%"
"01/06/2017","199.45","200.09","200.79","198.19","60.88M","-0.29%"
"01/05/2017","200.04","203.36","203.56","198.71","98.45M","-1.81%"
"01/04/2017","203.72","195.88","204.23","195.88","113.53M","4.67%"
"01/03/2017","194.63","191.43","195.50","190.44","58.77M","2.07%"
"12/30/2016","190.69","192.48","193.01","189.86","40.59M","-0.67%"
"12/29/2016","191.98","192.93","193.84","191.84","29.59M","-0.50%"
"12/28/2016","192.95","195.37","195.80","192.72","39.61M","-0.86%"
"12/27/2016","194.62","194.37","196.39","194.21","32.00M","0.25%"
"12/23/2016","194.14","193.35","194.16","192.42","30.48M","0.67%"
"12/22/2016","192.84","195.86","195.86","192.74","42.74M","-1.61%"
"12/21/2016","195.99","196.89","197.56","195.95","31.96M","-0.70%"
"12/20/2016","197.37","195.70","197.55","195.06","33.82M","1.19%"
"12/19/2016","195.05","194.81","196.44","194.32","39.17M","0.15%"
"12/16/2016","194.76","194.12","195.01","193.59","59.57M","0.64%"
"12/15/2016","193.53","192.63","194.88","192.40","48.65M","0.33%"
"12/14/2016","192.90","194.20","196.95","192.77","68.85M","-2.22%"
"12/13/2016","197.27","196.32","198.38","195.96","57.59M","0.68%"
"12/12/2016","195.94","198.34","198.42","195.58","59.09M","-1.54%"
"12/09/2016","199.00","195.55","199.10","195.43","75.89M","1.57%"
"12/08/2016","195.92","195.66","196.39","194.56","60.60M","-0.06%"
"12/07/2016","196.03","189.43","196.99","189.02","92.84M","3.65%"
"12/06/2016","189.12","188.51","189.41","187.63","40.44M","0.46%"
"12/05/2016","188.26","187.69","189.48","187.40","54.37M","0.63%"
"12/02/2016","187.09","190.62","191.26","186.25","14.38M","-2.00%"
"12/01/2016","190.90","185.85","194.17","185.85","30.89M","2.94%"
"11/30/2016","185.44","185.57","187.19","185.10","16.71M","0.19%"
"11/29/2016","185.08","185.06","186.10","184.36","11.66M","-0.04%"
"11/28/2016","185.15","186.44","186.62","184.80","12.73M","-0.68%"
"11/25/2016","186.41","184.68","186.41","184.50","5.20M","1.22%"
"11/23/2016","184.17","183.34","185.15","183.30","9.53M","0.30%"
"11/22/2016","183.61","180.04","183.71","179.29","11.87M","2.02%"
"11/21/2016","179.98","180.39","181.61","179.89","9.81M","0.13%"
"11/18/2016","179.74","182.01","182.43","179.62","11.34M","-1.14%"
"11/17/2016","181.82","180.60","182.16","179.31","13.76M","0.30%"
"11/16/2016","181.27","181.85","181.85","180.19","9.79M","-0.42%"
"11/15/2016","182.04","181.91","182.85","181.13","12.41M","0.21%"
"11/14/2016","181.65","185.44","186.84","181.30","17.11M","-2.12%"
"11/11/2016","185.58","179.84","186.21","179.55","27.01M","2.76%"
"11/10/2016","180.60","175.74","181.53","175.62","19.49M","2.88%"
"11/09/2016","175.54","174.98","175.64","169.92","23.28M","-0.77%"
"11/08/2016","176.90","177.47","177.58","174.79","9.95M","-0.42%"
"11/07/2016","177.65","175.07","178.19","175.07","10.12M","2.14%"
"11/04/2016","173.93","173.24","175.92","172.86","10.38M","0.37%"
"11/03/2016","173.29","174.68","175.66","172.76","13.56M","-0.68%"
"11/02/2016","174.47","175.74","176.48","173.92","14.07M","-1.02%"
"11/01/2016","176.26","178.94","179.71","174.49","13.39M","-1.29%"
"10/31/2016","178.57","178.56","179.16","177.49","11.90M","0.31%"
"10/28/2016","178.01","178.82","180.39","177.69","13.70M","-0.36%"
"10/27/2016","178.66","181.90","182.22","177.92","21.49M","-0.71%"
"10/26/2016","179.94","178.70","180.52","178.31","13.52M","0.06%"
"10/25/2016","179.84","184.75","184.75","179.06","17.17M","-2.68%"
"10/24/2016","184.80","181.79","185.02","181.71","13.77M","1.94%"
"10/21/2016","181.28","179.41","181.35","178.66","12.77M","0.69%"
"10/20/2016","180.04","180.72","180.72","178.65","8.55M","-0.52%"
"10/19/2016","180.98","178.66","181.84","178.66","11.47M","1.39%"
"10/18/2016","178.50","177.76","178.56","176.24","13.16M","0.98%"
"10/17/2016","176.76","178.21","178.70","176.60","11.23M","-0.71%"
"10/14/2016","178.02","178.82","179.59","177.94","13.35M","-0.02%"
"10/13/2016","178.05","178.21","178.28","174.71","14.21M","-0.44%"
"10/12/2016","178.84","179.33","179.79","178.74","6.78M","-0.18%"
"10/11/2016","179.16","180.94","181.16","178.24","14.92M","-0.85%"
"10/10/2016","180.70","181.89","183.37","180.55","7.96M","-0.27%"
"10/07/2016","181.19","182.93","183.15","180.00","10.02M","-0.94%"
"10/06/2016","182.91","183.89","184.39","182.10","10.56M","-1.27%"
"10/05/2016","185.26","183.33","186.15","183.22","15.63M","1.28%"
"10/04/2016","182.92","182.61","183.89","182.45","9.41M","0.18%"
"10/03/2016","182.59","181.47","183.63","181.11","10.36M","1.06%"
"09/30/2016","180.68","179.59","181.45","179.19","14.45M","0.97%"
"09/29/2016","178.94","181.18","181.86","178.92","9.40M","-1.41%"
"09/28/2016","181.49","180.42","181.59","179.84","11.37M","0.83%"
"09/27/2016","180.00","181.04","181.79","179.51","12.67M","-0.55%"
"09/26/2016","180.99","181.99","182.16","180.77","10.91M","-0.83%"
"09/23/2016","182.51","181.96","183.59","181.96","8.00M","-0.16%"
"09/22/2016","182.80","182.30","183.51","182.18","10.40M","0.64%"
"09/21/2016","181.64","180.10","181.81","180.10","13.60M","1.15%"
"09/20/2016","179.58","181.59","181.93","178.77","11.86M","-0.80%"
"09/19/2016","181.03","179.61","183.33","179.61","16.07M","0.99%"
"09/16/2016","179.26","178.56","179.41","176.88","17.63M","0.32%"
"09/15/2016","178.68","177.29","179.46","176.69","17.03M","0.83%"
"09/14/2016","177.21","179.03","179.05","176.57","18.94M","-1.05%"
"09/13/2016","179.09","181.36","181.48","178.27","18.10M","-1.50%"
"09/12/2016","181.82","177.13","182.58","176.79","17.13M","2.31%"
"09/09/2016","177.71","182.61","182.82","177.63","16.08M","-2.97%"
"09/08/2016","183.15","183.76","183.96","182.57","11.71M","-0.54%"
"09/07/2016","184.15","184.33","184.70","183.56","9.54M","-0.22%"
"09/06/2016","184.56","183.48","184.56","182.60","12.44M","0.84%"
"09/02/2016","183.02","182.98","183.83","182.31","9.48M","0.35%"
"09/01/2016","182.38","185.08","187.08","181.95","15.85M","-1.59%"
"08/31/2016","185.33","184.38","185.41","183.76","11.49M","0.49%"
"08/30/2016","184.43","184.75","185.61","183.67","10.82M","-0.19%"
"08/29/2016","184.79","184.45","185.52","184.01","9.21M","0.13%"
"08/26/2016","184.55","185.93","186.62","184.10","8.93M","-0.47%"
"08/25/2016","185.42","185.07","185.88","183.99","14.71M","0.09%"
"08/24/2016","185.25","187.09","187.47","185.03","7.65M","-0.78%"
"08/23/2016","186.71","186.47","187.42","186.12","14.04M","0.40%"
"08/22/2016","185.97","186.09","186.49","185.31","9.76M","-0.19%"
"08/19/2016","186.32","185.06","186.56","184.34","10.02M","0.64%"
"08/18/2016","185.14","186.30","186.36","184.22","10.46M","-0.62%"
"08/17/2016","186.30","185.85","186.33","184.72","6.68M","0.30%"
"08/16/2016","185.74","186.85","186.94","185.69","8.05M","-0.73%"
"08/15/2016","187.10","185.75","187.43","185.75","7.67M","0.82%"
"08/12/2016","185.57","185.41","186.21","185.00","7.25M","-0.09%"
"08/11/2016","185.73","184.74","186.06","184.74","9.90M","0.75%"
"08/10/2016","184.35","184.94","185.26","183.76","9.96M","-0.30%"
"08/09/2016","184.90","183.55","185.91","183.50","11.51M","0.78%"
"08/08/2016","183.46","184.27","185.31","183.26","12.28M","-0.22%"
"08/05/2016","183.87","182.30","184.69","182.30","11.49M","0.86%"
"08/04/2016","182.30","181.20","182.59","180.82","11.36M","0.61%"
"08/03/2016","181.20","179.70","181.91","179.37","15.34M","0.85%"
"08/02/2016","179.67","185.44","185.44","178.63","25.01M","-3.43%"
"08/01/2016","186.05","188.64","188.78","185.63","15.65M","-1.39%"
"07/29/2016","188.68","186.45","190.05","185.81","20.46M","1.09%"
"07/28/2016","186.65","194.62","194.64","183.83","34.57M","-4.14%"
"07/27/2016","194.71","195.17","196.86","194.20","10.09M","-0.24%"
"07/26/2016","195.17","194.45","195.32","192.94","11.98M","0.17%"
"07/25/2016","194.83","193.92","195.68","193.45","14.00M","0.50%"
"07/22/2016","193.86","193.81","194.15","191.96","9.95M","0.05%"
"07/21/2016","193.77","192.33","196.67","192.23","18.70M","0.54%"
"07/20/2016","192.72","190.92","193.05","190.25","12.10M","0.94%"
"07/19/2016","190.92","190.36","191.44","189.20","14.42M","0.26%"
"07/18/2016","190.43","188.65","191.03","187.50","8.83M","0.94%"
"07/15/2016","188.65","189.04","189.54","188.20","9.37M","-0.21%"
"07/14/2016","189.04","188.41","190.52","188.41","13.88M","0.33%"
"07/13/2016","188.41","188.71","189.32","186.56","12.89M","-0.16%"
"07/12/2016","188.72","186.66","189.92","186.54","14.02M","1.19%"
"07/11/2016","186.50","183.23","187.16","183.23","12.79M","1.78%"
